neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
Central Region,Kallang,1.32792,103.86447,2.0,125,0.6931471805599453,0.0,0.0,0.0
Central Region,Geylang,1.31567,103.88186,2.0,128,0.6931471805599453,2.833213344056216,0.31481073984003355,0.12328767123287672
Central Region,Kallang,1.32746,103.86436,2.0,60,0.6931471805599453,0.0,0.0,0.0
Central Region,Bukit Timah,1.31213,103.79569,1.0,56,0.6931471805599453,0.0,0.0,0.0
Central Region,Kallang,1.3134,103.85402,1.0,200,0.6931471805599453,0.6931471805599453,0.019802627296179712,0.0
Central Region,Rochor,1.3037,103.84988,1.0,110,0.6931471805599453,0.6931471805599453,0.019802627296179712,0.0
Central Region,Bukit Timah,1.31331,103.79929,2.0,199,1.3862943611198906,1.0986122886681096,0.039220713153281295,0.0
North-East Region,Sengkang,1.39019,103.87137,0.0,106,0.6931471805599453,0.0,0.0,0.0
Central Region,Bukit Timah,1.31448,103.79311,1.0,100,0.6931471805599453,0.0,0.0,0.0
West Region,Bukit Panjang,1.38884,103.7705,1.0,56,1.791759469228055,2.9444389791664403,0.3293037471426004,0.40821917808219177
Central Region,River Valley,1.29525,103.83722,2.0,325,1.3862943611198906,1.0986122886681096,0.039220713153281295,0.0
Central Region,Kallang,1.30985,103.87271,1.0,100,1.0986122886681096,3.6109179126442243,0.5822156198526637,0.9726027397260274
Central Region,Kallang,1.31251,103.86023,0.0,22,0.6931471805599453,3.6635616461296463,0.5933268452777344,1.0
Central Region,Geylang,1.31028,103.88633,1.0,40,1.3862943611198906,1.9459101490553132,0.12221763272424921,0.0
Central Region,Downtown Core,1.27331,103.84422,1.0,161,1.0986122886681096,2.302585092994046,0.1906203596086497,0.0
Central Region,Outram,1.28307,103.84395,0.0,315,0.6931471805599453,0.6931471805599453,0.16551443847757338,0.7534246575342466
Central Region,Bukit Timah,1.31679,103.78518,2.0,344,1.9459101490553132,0.0,0.0,0.0
Central Region,Novena,1.31702,103.83964,2.0,131,1.9459101490553132,1.3862943611198906,0.06765864847381481,0.0
Central Region,Toa Payoh,1.33957,103.8457,2.0,56,0.6931471805599453,0.0,0.0,0.0
Central Region,Bishan,1.35631,103.84883,1.0,110,0.6931471805599453,0.0,0.0,0.0
Central Region,Novena,1.32148,103.84106,2.0,118,1.791759469228055,2.1972245773362196,0.16551443847757338,1.0
Central Region,Outram,1.28337,103.84369,2.0,119,1.791759469228055,1.9459101490553132,0.2151113796169455,0.17534246575342466
Central Region,Marine Parade,1.30332,103.90058,1.0,100,0.6931471805599453,4.110873864173311,0.8372475245337022,0.4438356164383562
Central Region,Outram,1.28363,103.83998,1.0,139,0.6931471805599453,0.0,0.0,0.0
Central Region,Museum,1.29773,103.84347,1.0,131,1.0986122886681096,2.4849066497880004,0.22314355131420976,0.0
Central Region,Outram,1.28304,103.84294,1.0,60,2.9444389791664403,0.6931471805599453,0.019802627296179712,0.9753424657534246
West Region,Jurong West,1.35349,103.70204,1.0,44,0.6931471805599453,3.6109179126442243,0.5766133643039938,0.3589041095890411
West Region,Jurong West,1.35249,103.70206,2.0,110,1.0986122886681096,0.6931471805599453,0.039220713153281295,0.0
Central Region,Marine Parade,1.30208,103.90206,1.0,118,0.6931471805599453,3.6375861597263857,0.6043159668533296,0.4904109589041096
Central Region,Novena,1.31972,103.84736,1.0,150,0.6931471805599453,0.6931471805599453,0.22314355131420976,0.0
East Region,Bedok,1.31134,103.93727,2.0,187,0.6931471805599453,0.0,0.0,0.0
Central Region,Bukit Timah,1.32492,103.81175,1.0,44,3.4339872044851463,2.1972245773362196,0.1906203596086497,0.6547945205479452
North Region,Sembawang,1.4382,103.82685,1.0,78,0.6931471805599453,3.1354942159291497,0.7371640659767197,0.9972602739726028
North Region,Yishun,1.42591,103.8495,1.0,81,1.3862943611198906,0.6931471805599453,0.11332868530700317,0.4849315068493151
Central Region,Kallang,1.31074,103.85964,1.0,210,0.6931471805599453,3.6888794541139363,0.6780335427498971,0.9561643835616438
Central Region,Geylang,1.31479,103.88787,2.0,94,1.6094379124341003,4.204692619390966,0.9783261227936076,0.19726027397260273
East Region,Bedok,1.32573,103.90826,1.0,61,0.6931471805599453,0.0,0.0,0.0
Central Region,Rochor,1.29913,103.85316,0.0,31,1.0986122886681096,3.9318256327243257,0.7466879474879752,0.8301369863013699
Central Region,Kallang,1.3149,103.85021,0.0,44,0.6931471805599453,3.5553480614894135,0.5596157879354227,1.0
West Region,Jurong East,1.34443,103.73485,1.0,37,1.3862943611198906,0.0,0.0,0.0
Central Region,Bukit Timah,1.33194,103.79488,1.0,42,1.0986122886681096,1.0986122886681096,0.039220713153281295,0.0
Central Region,Queenstown,1.28337,103.78359,2.0,292,1.3862943611198906,0.6931471805599453,0.0295588022415444,0.0
Central Region,Toa Payoh,1.33284,103.87767,0.0,56,3.4339872044851463,0.0,0.0,1.0
West Region,Bukit Batok,1.34866,103.74683,1.0,69,0.6931471805599453,3.332204510175204,0.4762341789963716,0.14794520547945206
North-East Region,Hougang,1.3678,103.9022,1.0,60,0.6931471805599453,1.0986122886681096,0.039220713153281295,0.0
Central Region,Kallang,1.31669,103.85382,2.0,300,2.70805020110221,0.0,0.0,1.0
Central Region,Toa Payoh,1.33504,103.86762,2.0,187,3.258096538021482,1.791759469228055,0.11332868530700317,1.0
Central Region,Rochor,1.30217,103.84695,1.0,119,1.3862943611198906,3.091042453358316,0.3784364357202451,0.6547945205479452
Central Region,Kallang,1.31117,103.87361,1.0,125,1.0986122886681096,3.258096538021482,0.4574248470388754,0.9780821917808219
Central Region,Kallang,1.3114,103.87215,1.0,150,1.0986122886681096,1.6094379124341003,0.10436001532424277,1.0
Central Region,Kallang,1.31169,103.87275,1.0,175,1.0986122886681096,2.772588722239781,0.30010459245033805,1.0
Central Region,Kallang,1.31153,103.8723,1.0,200,1.0986122886681096,1.791759469228055,0.11332868530700317,0.989041095890411
Central Region,Kallang,1.31017,103.87394,1.0,256,1.0986122886681096,0.6931471805599453,0.0295588022415444,1.0
Central Region,Kallang,1.30988,103.87346,1.0,224,1.0986122886681096,1.0986122886681096,0.07696104113612832,1.0
Central Region,Bukit Merah,1.2844,103.83487,2.0,119,1.0986122886681096,1.9459101490553132,0.14842000511827327,0.9068493150684932
Central Region,Kallang,1.31401,103.8588,0.0,26,0.6931471805599453,3.295836866004329,0.44468582126144574,1.0
Central Region,Bukit Timah,1.34762,103.79029,1.0,90,0.6931471805599453,0.0,0.0,0.0
North-East Region,Ang Mo Kio,1.37424,103.84058,0.0,25,0.6931471805599453,0.0,0.0,0.0
Central Region,River Valley,1.29702,103.83046,2.0,200,0.6931471805599453,0.6931471805599453,0.019802627296179712,0.0
Central Region,Kallang,1.31722,103.85069,2.0,135,1.0986122886681096,2.5649493574615367,0.23901690047049992,0.0
Central Region,Downtown Core,1.27399,103.84339,1.0,103,0.6931471805599453,0.6931471805599453,0.019802627296179712,0.0
Central Region,Singapore River,1.2901,103.83917,2.0,104,2.0794415416798357,1.0986122886681096,0.039220713153281295,0.0
Central Region,Kallang,1.31471,103.85904,0.0,25,0.6931471805599453,2.302585092994046,0.1906203596086497,0.9808219178082191
Central Region,Kallang,1.31408,103.85868,1.0,181,0.6931471805599453,1.6094379124341003,0.09531017980432487,1.0
Central Region,Rochor,1.29931,103.85063,1.0,100,1.3862943611198906,1.791759469228055,0.10436001532424277,0.0
East Region,Bedok,1.31907,103.90616,1.0,50,0.6931471805599453,0.0,0.0,0.0
East Region,Bedok,1.31934,103.91466,1.0,100,3.367295829986474,0.6931471805599453,0.019802627296179712,0.8821917808219178
East Region,Bedok,1.32654,103.91291,2.0,150,1.0986122886681096,1.791759469228055,0.10436001532424277,0.0
Central Region,Kallang,1.3143,103.85881,1.0,119,0.6931471805599453,3.8066624897703196,0.6830968447064438,0.9808219178082191
Central Region,Rochor,1.3032,103.84799,2.0,100,1.791759469228055,0.0,0.0,0.0
Central Region,Bukit Merah,1.28455,103.83312,2.0,300,3.4339872044851463,0.0,0.0,1.0
Central Region,Kallang,1.31449,103.85896,0.0,50,0.6931471805599453,2.1972245773362196,0.15700374880966475,1.0
Central Region,Downtown Core,1.27999,103.85313,1.0,131,4.110873864173311,0.0,0.0,0.9972602739726028
Central Region,Tanglin,1.32075,103.82223,2.0,215,1.3862943611198906,2.833213344056216,0.31481073984003355,0.09863013698630137
North Region,Woodlands,1.44928,103.78434,1.0,94,0.6931471805599453,3.044522437723423,0.36464311358790924,0.0958904109589041
Central Region,Bishan,1.35885,103.84418,1.0,81,1.0986122886681096,2.639057329615259,0.2546422183735807,0.0
West Region,Jurong East,1.33643,103.73771,1.0,60,1.791759469228055,2.4849066497880004,0.23111172096338664,1.0
Central Region,Geylang,1.31235,103.87689,2.0,97,0.6931471805599453,0.0,0.0,0.0
West Region,Jurong East,1.33509,103.73676,2.0,250,1.791759469228055,1.0986122886681096,0.06765864847381481,0.9534246575342465
Central Region,Downtown Core,1.27548,103.84517,2.0,219,1.3862943611198906,2.0794415416798357,0.15700374880966475,0.0
Central Region,Geylang,1.31123,103.88521,2.0,156,1.0986122886681096,1.3862943611198906,0.06765864847381481,0.0
Central Region,Bishan,1.35904,103.84735,1.0,85,2.0794415416798357,3.2188758248682006,0.41871033485818504,0.0
Central Region,Downtown Core,1.27551,103.84515,2.0,190,3.4339872044851463,1.0986122886681096,0.039220713153281295,0.0
Central Region,Downtown Core,1.27527,103.84562,2.0,210,3.4339872044851463,0.6931471805599453,0.019802627296179712,0.0
Central Region,Downtown Core,1.27323,103.84563,2.0,260,3.4339872044851463,2.4849066497880004,0.22314355131420976,0.0
Central Region,Tanglin,1.29422,103.82911,2.0,149,3.367295829986474,3.367295829986474,0.4824261492442927,0.19452054794520549
North Region,Mandai,1.42571,103.82591,1.0,40,3.4339872044851463,3.1780538303479458,0.41871033485818504,0.9835616438356164
East Region,Bedok,1.31124,103.93764,1.0,56,0.6931471805599453,0.6931471805599453,0.019802627296179712,0.0
Central Region,Outram,1.28582,103.84274,1.0,200,0.6931471805599453,0.0,0.0,1.0
East Region,Bedok,1.33305,103.90698,1.0,50,0.6931471805599453,0.0,0.0,0.0
East Region,Bedok,1.33124,103.90621,1.0,40,0.6931471805599453,0.0,0.0,0.0
West Region,Clementi,1.32103,103.76504,1.0,62,0.6931471805599453,0.0,0.0,0.0
Central Region,Tanglin,1.32052,103.82246,1.0,50,1.3862943611198906,2.0794415416798357,0.16551443847757338,0.0
Central Region,Queenstown,1.29211,103.80713,2.0,144,1.3862943611198906,1.9459101490553132,0.1310282624064041,0.0
Central Region,Queenstown,1.29049,103.8066,2.0,160,1.791759469228055,2.0794415416798357,0.14842000511827327,0.0
Central Region,Tanglin,1.32024,103.82049,2.0,215,1.3862943611198906,3.2188758248682006,0.4574248470388754,0.10684931506849316
West Region,Jurong West,1.34268,103.69931,1.0,43,0.6931471805599453,0.6931471805599453,0.019802627296179712,0.0
East Region,Tampines,1.348,103.92826,1.0,50,3.4339872044851463,1.9459101490553132,0.1310282624064041,0.663013698630137
North-East Region,Hougang,1.36644,103.87583,1.0,118,1.0986122886681096,0.6931471805599453,0.6931471805599453,0.9945205479452055
Central Region,Queenstown,1.2882,103.7925,0.0,25,0.6931471805599453,0.6931471805599453,0.019802627296179712,0.0
East Region,Bedok,1.3166,103.90931,1.0,111,0.6931471805599453,0.0,0.0,0.0
North Region,Sembawang,1.45051,103.81707,1.0,35,1.3862943611198906,1.0986122886681096,0.04879016416943201,0.0
Central Region,Rochor,1.30366,103.85097,0.0,29,0.6931471805599453,2.4849066497880004,0.22314355131420976,0.9753424657534246
Central Region,Kallang,1.3165,103.85179,0.0,60,0.6931471805599453,0.0,0.0,0.0
Central Region,Queenstown,1.28681,103.79331,1.0,50,0.6931471805599453,0.0,0.0,0.0
West Region,Choa Chu Kang,1.38077,103.75996,2.0,256,1.0986122886681096,3.713572066704308,0.6418538861723948,0.19726027397260273
Central Region,Kallang,1.31693,103.85016,2.0,199,2.0794415416798357,1.6094379124341003,0.08617769624105233,0.989041095890411
Central Region,Geylang,1.31636,103.8809,1.0,75,0.6931471805599453,0.6931471805599453,0.019802627296179712,0.0
Central Region,River Valley,1.29836,103.83529,1.0,85,0.6931471805599453,0.0,0.0,0.0
East Region,Bedok,1.33075,103.94238,1.0,81,1.0986122886681096,0.0,0.0,0.0
Central Region,Downtown Core,1.27861,103.85142,2.0,312,0.6931471805599453,0.6931471805599453,0.019802627296179712,0.0
Central Region,Kallang,1.31169,103.86033,0.0,69,0.6931471805599453,1.6094379124341003,0.09531017980432487,0.9917808219178083
Central Region,Kallang,1.31206,103.86046,1.0,210,0.6931471805599453,0.0,0.0,0.9808219178082191
Central Region,Queenstown,1.2924,103.80661,2.0,151,1.791759469228055,2.302585092994046,0.1906203596086497,0.0
Central Region,Bukit Merah,1.28337,103.82942,2.0,150,1.3862943611198906,1.0986122886681096,0.04879016416943201,0.0
Central Region,Tanglin,1.31374,103.80672,2.0,250,1.0986122886681096,1.791759469228055,0.10436001532424277,0.0
Central Region,Downtown Core,1.28206,103.85366,2.0,96,2.0794415416798357,1.0986122886681096,0.07696104113612832,1.0
Central Region,Novena,1.31854,103.84131,1.0,65,3.091042453358316,1.791759469228055,0.10436001532424277,0.8547945205479452
East Region,Tampines,1.35734,103.93777,1.0,40,2.772588722239781,0.0,0.0,0.0
West Region,Bukit Panjang,1.39029,103.76979,1.0,56,1.791759469228055,2.772588722239781,0.3074846997479606,0.37534246575342467
Central Region,Geylang,1.31408,103.88488,2.0,219,1.0986122886681096,1.0986122886681096,0.058268908123975775,0.6547945205479452
Central Region,Kallang,1.3129,103.86146,0.0,35,0.6931471805599453,2.5649493574615367,0.2468600779315258,0.9945205479452055
Central Region,Kallang,1.31132,103.86153,0.0,35,0.6931471805599453,3.258096538021482,0.49469624183610705,0.9917808219178083
Central Region,Kallang,1.31284,103.86089,0.0,35,0.6931471805599453,4.219507705176107,0.9360933591703348,0.9945205479452055
Central Region,Kallang,1.31232,103.86178,0.0,35,0.6931471805599453,2.4849066497880004,0.22314355131420976,0.9863013698630138
Central Region,Outram,1.28271,103.84586,1.0,92,0.6931471805599453,1.6094379124341003,0.23111172096338664,0.9589041095890412
Central Region,Kallang,1.31292,103.85983,0.0,69,0.6931471805599453,1.9459101490553132,0.1310282624064041,0.9945205479452055
Central Region,Marine Parade,1.30655,103.90307,1.0,78,1.0986122886681096,3.1354942159291497,0.5187937934151676,0.9616438356164384
North-East Region,Serangoon,1.34444,103.87119,1.0,60,1.791759469228055,1.0986122886681096,0.04879016416943201,0.0
North Region,Sembawang,1.44005,103.82372,1.0,90,2.0794415416798357,0.0,0.0,1.0
Central Region,Toa Payoh,1.3384,103.86546,1.0,69,1.3862943611198906,0.6931471805599453,0.019802627296179712,0.0
Central Region,Queenstown,1.30723,103.7844,1.0,56,1.6094379124341003,1.0986122886681096,0.04879016416943201,0.0
Central Region,Singapore River,1.2866,103.85051,0.0,50,0.6931471805599453,3.6109179126442243,0.5877866649021191,0.3835616438356164
North Region,Sembawang,1.45265,103.82234,0.0,19,0.6931471805599453,0.0,0.0,0.0
Central Region,Kallang,1.3109,103.86107,0.0,22,0.6931471805599453,3.332204510175204,0.4762341789963716,1.0
Central Region,River Valley,1.2958,103.84049,1.0,119,1.3862943611198906,0.0,0.0,0.0
Central Region,Queenstown,1.2872,103.79466,1.0,75,0.6931471805599453,0.0,0.0,0.0
East Region,Tampines,1.34142,103.95665,1.0,76,2.0794415416798357,1.791759469228055,0.14842000511827327,0.0
Central Region,Downtown Core,1.27532,103.84511,2.0,181,1.6094379124341003,0.6931471805599453,0.019802627296179712,0.0
Central Region,Kallang,1.31124,103.85918,2.0,125,2.0794415416798357,0.0,0.0,0.0
North-East Region,Sengkang,1.39085,103.87926,1.0,50,2.0794415416798357,0.0,0.0,0.0
Central Region,Outram,1.28331,103.84625,0.0,26,0.6931471805599453,3.091042453358316,0.3920420877760237,0.989041095890411
Central Region,Bukit Merah,1.28433,103.83122,2.0,150,1.0986122886681096,0.0,0.0,0.0
Central Region,Marine Parade,1.29907,103.88689,1.0,100,0.6931471805599453,1.0986122886681096,0.04879016416943201,0.0
Central Region,Kallang,1.31451,103.84719,1.0,60,1.0986122886681096,2.0794415416798357,0.4762341789963716,0.06301369863013699
Central Region,River Valley,1.29805,103.83698,2.0,139,1.3862943611198906,3.367295829986474,0.48858001481867097,0.0
Central Region,Novena,1.32852,103.856,1.0,62,0.6931471805599453,0.6931471805599453,0.019802627296179712,0.0
Central Region,Marine Parade,1.29866,103.89037,1.0,150,1.0986122886681096,1.0986122886681096,0.04879016416943201,0.9972602739726028
Central Region,Singapore River,1.28672,103.84831,0.0,56,0.6931471805599453,3.6888794541139363,0.6259384308664953,0.736986301369863
West Region,Clementi,1.29855,103.76648,1.0,56,1.3862943611198906,0.0,0.0,0.0
Central Region,River Valley,1.29721,103.83946,2.0,194,1.0986122886681096,0.0,0.0,0.0
Central Region,Kallang,1.31195,103.86113,0.0,22,0.6931471805599453,2.70805020110221,0.27002713721306015,1.0
Central Region,Kallang,1.31053,103.86147,0.0,44,0.6931471805599453,3.2188758248682006,0.43178241642553783,1.0
Central Region,Kallang,1.31178,103.86169,0.0,44,0.6931471805599453,2.0794415416798357,0.14842000511827327,1.0
Central Region,Kallang,1.31028,103.86029,0.0,22,0.6931471805599453,3.258096538021482,0.4510756193602167,0.9945205479452055
Central Region,Rochor,1.30584,103.84986,2.0,131,2.3978952727983707,2.4849066497880004,0.23901690047049992,0.6657534246575343
Central Region,Toa Payoh,1.33114,103.84369,2.0,287,2.3978952727983707,1.9459101490553132,0.1310282624064041,0.7178082191780822
Central Region,Kallang,1.31011,103.85956,0.0,22,0.6931471805599453,3.295836866004329,0.46373401623214017,0.9972602739726028
Central Region,Kallang,1.3106,103.86112,0.0,22,0.6931471805599453,4.204692619390966,0.9282193027394289,0.9698630136986301
Central Region,Kallang,1.31139,103.86002,0.0,22,0.6931471805599453,1.791759469228055,0.12221763272424921,1.0
Central Region,Kallang,1.31325,103.86168,0.0,18,0.6931471805599453,3.9512437185814275,0.7793248768009976,0.8794520547945206
Central Region,Kallang,1.31088,103.86117,0.0,44,0.6931471805599453,3.970291913552122,0.7747271675523681,1.0
Central Region,Kallang,1.31079,103.86171,0.0,39,0.6931471805599453,3.258096538021482,0.44468582126144574,0.9972602739726028
Central Region,Queenstown,1.29171,103.80779,2.0,194,1.0986122886681096,2.8903717578961645,0.32208349916911333,0.0
Central Region,Novena,1.3182,103.83904,2.0,140,1.6094379124341003,0.0,0.0,0.0
Central Region,Newton,1.30919,103.82702,2.0,290,0.6931471805599453,1.0986122886681096,0.04879016416943201,0.0
